datetime,temperature_C,humidity_%,wind_speed_m_s,wind_dir_deg,pressure_hPa,precip_mm,industrial_index,traffic_index,hour,dayofweek,is_weekend,SO2_ug_m3,NH3_ug_m3,SO2_3h,NH3_3h,SO2_alert_3h,NH3_alert_3h,SO2_lag1,SO2_lag2,NH3_lag1,NH3_lag2
2023-01-05 12:00:00,19.78,63.63,0.97,270.3,1015.3,0.0,1.157,0.795,12,3,0,10.277,10.255,9.919713747928798,9.685330988538588,0,0,8.987,10.794,15.02,7.301
2023-01-05 13:00:00,19.21,55.43,3.82,184.7,1022.5,1.78,1.202,0.769,13,3,0,8.126,12.617,9.27798732780994,14.871029964623228,0,0,10.277,8.987,10.255,15.02
2023-01-05 14:00:00,16.5,68.84,3.75,180.6,1023.1,0.0,1.187,0.834,14,3,0,7.584,10.436,5.202866649939075,10.675781847508716,0,0,8.126,10.277,12.617,10.255
2023-01-05 15:00:00,17.98,65.83,3.61,249.0,1013.7,0.0,1.238,0.779,15,3,0,8.915,9.115,5.887334296160212,13.7527507702175,0,0,7.584,8.126,10.436,12.617
2023-01-05 16:00:00,17.05,66.77,1.56,138.0,1006.4,0.0,1.121,0.799,16,3,0,9.386,15.301,7.64572918204601,13.10433487925794,0,0,8.915,7.584,9.115,10.436
2023-01-05 17:00:00,18.72,70.47,4.81,286.1,1014.0,0.01,0.98,1.178,17,3,0,5.674,11.447,5.816176936815174,12.598587029914047,0,0,9.386,8.915,15.301,9.115
2023-01-05 18:00:00,14.24,64.44,2.23,230.9,1014.0,0.2,1.098,1.137,18,3,0,6.475,14.164,4.757193310127981,8.182322243533479,0,0,5.674,9.386,11.447,15.301
2023-01-05 19:00:00,13.54,70.26,3.22,166.7,1008.5,0.39,1.288,1.269,19,3,0,6.991,12.935,5.911363236556108,10.552165476924902,0,0,6.475,5.674,14.164,11.447
2023-01-05 20:00:00,11.93,64.13,3.23,200.4,1014.0,7.91,1.192,0.908,20,3,0,5.399,11.482,8.027228151520523,7.810324293609078,0,0,6.991,6.475,12.935,14.164
2023-01-05 21:00:00,9.54,58.47,4.58,221.0,1009.3,0.0,1.159,0.758,21,3,0,5.255,9.16,6.274907295632639,9.269317954412392,0,0,5.399,6.991,11.482,12.935
2023-01-05 22:00:00,11.52,58.72,3.11,157.8,1015.0,0.0,1.289,0.667,22,3,0,5.572,10.276,8.985833802840675,11.438406472023349,0,0,5.255,5.399,9.16,11.482
2023-01-05 23:00:00,10.55,63.05,3.4,245.5,1015.9,0.0,1.069,0.872,23,3,0,7.6,7.809,8.46858416250225,8.51954539764673,0,0,5.572,5.255,10.276,9.16
2023-01-06 00:00:00,10.46,54.67,2.92,260.5,1015.7,0.0,1.269,0.69,0,4,0,7.135,8.888,6.865852356642478,9.209218720707737,0,0,7.6,5.572,7.809,10.276
2023-01-06 01:00:00,8.59,62.82,1.81,168.4,1017.6,0.0,1.223,0.918,1,4,0,8.221,11.226,8.819633486700459,9.592526389292617,0,0,7.135,7.6,8.888,7.809
2023-01-06 02:00:00,11.87,59.21,0.68,155.6,1015.5,0.0,1.255,0.9,2,4,0,7.29,8.566,7.665031406120738,8.967531810354874,0,0,8.221,7.135,11.226,8.888
2023-01-06 03:00:00,9.3,58.13,3.03,177.8,1016.8,0.0,1.224,0.785,3,4,0,7.269,8.486,5.283501528037513,9.946041952970615,0,0,7.29,8.221,8.566,11.226
2023-01-06 04:00:00,12.72,52.03,1.59,114.7,1018.8,0.0,1.256,0.694,4,4,0,8.323,9.455,10.480547763154865,9.501937931575617,0,0,7.269,7.29,8.486,8.566
2023-01-06 05:00:00,15.85,51.76,3.35,84.1,1011.9,0.0,1.227,0.792,5,4,0,7.305,9.5,9.883411917525912,9.489251484194668,0,0,8.323,7.269,9.455,8.486
2023-01-06 06:00:00,13.33,45.68,3.15,158.1,1013.0,0.0,1.216,0.763,6,4,0,6.129,10.1,10.32007502249798,7.289524633499546,0,0,7.305,8.323,9.5,9.455
2023-01-06 07:00:00,15.13,54.71,3.13,126.5,1012.2,0.0,1.222,1.141,7,4,0,10.942,9.576,6.40811813110372,11.23909620674718,0,0,6.129,7.305,10.1,9.5
2023-01-06 08:00:00,17.13,53.05,1.95,290.4,1010.6,0.0,1.096,1.333,8,4,0,10.405,9.162,10.401352948239545,9.33800102442418,0,0,10.942,6.129,9.576,10.1
2023-01-06 09:00:00,17.45,55.07,4.04,156.7,1012.4,0.28,1.123,1.226,9,4,0,8.674,8.783,9.832475464067727,12.020295835364635,0,0,10.405,10.942,9.162,9.576
2023-01-06 10:00:00,16.98,61.21,3.48,211.5,1017.0,0.0,1.397,0.852,10,4,0,8.157,11.126,7.693738128507866,9.241414844850388,0,0,8.674,10.405,8.783,9.162
2023-01-06 11:00:00,19.43,53.96,1.82,146.4,1016.5,0.0,1.128,0.652,11,4,0,10.394,8.756,9.51951128490457,13.15486849571991,0,0,8.157,8.674,11.126,8.783
2023-01-06 12:00:00,18.24,57.95,5.07,291.1,1006.8,0.0,1.1,0.921,12,4,0,8.441,11.765,6.199190173069116,8.325343453129838,0,0,10.394,8.157,8.756,11.126
2023-01-06 13:00:00,19.91,61.83,2.79,172.5,1020.5,0.0,1.153,0.688,13,4,0,7.128,9.556,8.860369249210974,10.008644709226695,0,0,8.441,10.394,11.765,8.756
2023-01-06 14:00:00,17.74,58.71,1.67,109.5,1017.0,0.45,1.132,0.761,14,4,0,8.205,13.211,5.018296467925305,12.357134125008148,0,0,7.128,8.441,9.556,11.765
2023-01-06 15:00:00,19.91,63.36,2.24,224.3,1014.5,0.0,1.104,0.784,15,4,0,6.837,8.454,5.2804799917804175,12.237952784380184,0,0,8.205,7.128,13.211,9.556
2023-01-06 16:00:00,16.08,67.35,1.49,199.7,1008.1,0.0,1.241,0.85,16,4,0,8.268,11.907,3.674520514180414,9.650322613069806,0,0,6.837,8.205,8.454,13.211
2023-01-06 17:00:00,15.42,64.88,4.36,256.3,1008.9,0.0,1.166,1.298,17,4,0,4.95,12.227,5.290134285155425,9.999016197807752,0,0,8.268,6.837,11.907,8.454
2023-01-06 18:00:00,15.49,71.69,4.08,174.9,1019.6,0.55,1.086,1.221,18,4,0,5.175,12.185,6.473612999868881,10.41745856545247,0,0,4.95,8.268,12.227,11.907
2023-01-06 19:00:00,11.74,60.14,3.74,190.6,1017.6,0.0,1.131,1.246,19,4,0,4.102,10.082,4.389173984200979,9.896563185774342,0,0,5.175,4.95,12.185,12.227
2023-01-06 20:00:00,12.29,69.87,3.55,93.7,1018.1,0.0,1.092,0.552,20,4,0,5.2,10.912,4.630790891098898,10.27026583884313,0,0,4.102,5.175,10.082,12.185
2023-01-06 21:00:00,12.55,66.76,4.25,234.3,1013.1,0.0,1.152,0.887,21,4,0,5.769,11.376,4.630754677938236,10.21701141124564,0,0,5.2,4.102,10.912,10.082
